Tweet,Subject_of_tweet,Emotion
I'm listening to 'Get By' by Talib Kweli via the Discovr app on my iPhone while I'm on a plane to #sxsw. Love Gogo.  {link},iPad or iPhone App,1
Apple opening up temporary store in downtown Austin for #sxsw and the iPad 2 launch {link},,1
"Great evening w/ @mention + @mention Into Karateka, Castle Wolfenstein, ChopLifter and other Apple // classics. #SXSW #OldSko0l",Apple,1
"Also, thanks to Apple for releasing iOS 4.3 just in time for #SXSW. Installed it just before leaving home!",Apple,1
"Dan Neumann just announced the launch of Organic's first consumer-facing iPad app, Broadfeed at #SXSW 
check it out!!",iPad,1
You're gonna want these iPhone apps if you're heading to #SXSW today. 10 hot ones. Download away! {link},iPad or iPhone App,1
"MyPOV: Winner: popup Apple Store, Chevy Cruze  Losers: Investors propping up frothy startups w/ no enterprise strategy. #sxsw",Apple,1
I keep winning shit! Thanks @mention for the killer iPad case. #sxsw,Other Apple product or service,1
"@mention No, no, no .. I wouldn't buy an iPad 2. I'd wait for the iPad 3 with teleporting capabilities. #sxsw",iPad,0
This technology couldn't happen on an iPhone' - Nokia #pushsnowboarding #sxsw,iPhone,0
There at not even words for how much the wireless at #SXSW sucks.  Thank goodness for my iPhone.,iPhone,1
@mention Not to shill for the iPad but don't underestimate its appeal. {link} #newsapps #sxsw,iPad,1
"#SXSW keynote Marissa Mayers: 12 billion miles driven w/ Google maps navigation / yr, route around traffic saving users 2 yrs total. Wow.",Other Google product or service,1
iPad 2. Another reason I'd love to be @mention #sxsw,iPad,1
There is nothing quite like #SXSW to make you want an iPad. Desperately. Am almost drooling on the guy's next to me.,iPad,1
There is nothing sillier than watching people record video with an ipad. #SXSW,iPad,0
Agreed ÛÓ Novelty of #iPad news #apps fades fast among digital delegates ÛÓ {link}  #media #SXSW (via @mention,iPad,0
"I don't know how I ended up here, but the Google party is going off!!! Robot ninja wars!!! #sxsw",,1
"&quot;I know I'm right, I own an Apple&quot; #sxsw",Apple,1
Thinking now that I shoulda gone to SXSW this year ...first year of the iPad.. Could be some interesting sessions. #sxsw,iPad,1
I wanna know too RT @mention One of our producers is going to #SXSW. What (hopefully free) #iPhone apps should she DL?,iPad or iPhone App,1
"Anybody know whether I can nab white, 3G, 64GB #iPad2 at #Austin #SXSW #Apple #PopUpStore?",iPad,1
I don't know why you would do original content ONLY for anything in today's world.(And the iPad 2 is better.)  Barry Diller #SXSW,iPad,1
Apple opens &quot;Pop-up&quot; store for #SXSW RT @mention Smart. Very well played Fruit Co. {link} /via @mention,Apple,1
Seeing tons of iPad2s around. Guess it just took that long to get through the #SXSW apple store line (@mention,iPad,1
Apple opens temporary store for #SXSW to sell iPad 2. {link} #TNW,iPad,1
"#SXSW Plans: Google party, blackberry party and then IE 8 party. Good times.",Google,1
"#SXSW sponsored by Apple, plaid, and boys I'm attracted to.",Apple,1
"&quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW",Google,1
In the Consumerist's &quot;Worst Company in America 2011&quot; tournament bracket - apple is pitted against microsoft in the first round #sxsw,Apple,0
Enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw,Apple,1
"Ok, I'm interested. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,1
iPad 2 contest in full-swing!!  Great seeing so many of you on actsofsharing.com.  Still plenty of time to join the fun! #SXSW,iPad,1
I fully anticipate that every geek-douche will be toting an iPad 2 at #SXSW. These people are also why it's not worth going.,iPad,0
I am inventing a &quot;dislike&quot; button for #iPad 2 lines. {link} #SXSW,iPad,0
Google continues to innovate.  I don't think we can fathom what the future will be like.  #SxSW,Google,1
":) RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Google,1
Being @mention #SXSW is making it impossible not 2 succumb 2 upgrading my #iPad. It's a year old &amp; I feel like I'm walking around w a bag phone...,iPad,1
Nice! @mention #sxsw highlights thus far: made friends w/ istock UX developer :) #singularity blows my mind: oy! GOOGLE OWNS IT!,Google,1
"Using @mention at #SXSW to get updates on the temp Apple store line up. Super impressed by the potential of this app. Nice work, Yobongo!",iPad or iPhone App,1
#sxsw @mention das VerpixelungsrechtÛÓthe right for your house to be pixelated in Google Street ViewÛÓ is a theft from the public,Google,0
"Loved @mention Hangover Breakfast. Awesome swag, yummy food &amp; rockin tunes! Stoked about my Griffin cordless iphone charger! #SXSW",Other Apple product or service,1
Nice! @mention just told me @mention was just used as a brief case study in iPad Design Paradigms panel at #SXSW.,,1
:) RT @mention Love it. @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,1
+1 RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,1
Grrrr @mention not muting #sxsw as thought on web or iphone :(,iPhone,0
"#sxsw @mention omitting Flash on Apple seems effective, even though they have h264 - maybe we do need to break old things #browserwars",Apple,1
+1 RT @mention Petricone says Google TV is just a browser. I don't think that's correct. #SXSW,Other Google product or service,1
:) RT @mention Quantter is launching an iPhone app soon. We're participating to LaunchRock comp at #sxsw {link},iPad or iPhone App,1
#SXSW @mention talk - demo'ing Google Places w/ Hotpot! Integrated rating/recommendation system for Android/iPhone - cool stuff!!!,Other Google product or service,1
RT RT @mention The iPad 2 Takes Over #SXSW [VIDEO] {link} RT @mention The iP... {link} #Vegas #News,iPad,1
Hhaha @mention was too intimidated by the iPhone app developers meetup that we had to leave. #sxsw,iPad or iPhone App,1
w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},iPad or iPhone App,1
Walking into the pop-up Apple store is like walking into a future where the iPad is the only type of computer. #sxsw,Apple,1
"Organic unveils BroadFeed, social news app for ipad. Audience gets up and heads for the door. #sxsw",iPad or iPhone App,0
"At the convention center, getting stuff ready for #SXSW. Thank god for the iPhone!",iPhone,1
Almost convinced it's time for an iphone courtesy of being only one w/a blackberry in Austin  #sxsw,,1
My ipad envy couldn't be any greater. Waaaaaa. #sxsw,iPad,1
Win a #sony Xperia Play #android phone at #SXSW (tuesday 3/15) details here: {link},Android,1
Heading to &quot;your mom has an iPad: designing for boomers&quot;.  Hope it's fun.  #sxsw,iPad,1
Heading to #sxsw later this week? Be sure to download #heattracker for the iPhone and iPod Touch to know what's hot and what's not in Austin,iPad or iPhone App,1
"Willing to admit I'm a tiny bit jealous to not being #SXSW-bound. Temperatures in the high 20s, Apple pop up for iPad 2, what's not to love?",iPad,1
Mayer also admits that Google needs to &quot;step up&quot; its customer support for Google Maps. #sxsw,Other Google product or service,0
1 hour ago apple didn't have a store in downtown austin and now there is a store with hundreds of people there! #iPad2 #SXSW,,1
Heading to Austin #SXSW on wkend. Love that @mention set up a pop-up store (6th &amp; Congress) to deal with mass geek influx during ipad2 release,Apple,1
Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link} #lp #travel,iPad or iPhone App,1
Best photo booth so far at Google's League of Extraordinary H4ckers! #sxsw  {link},Google,1
"I tried to buy an iPad this week at the #SxSw Apple store, but every time I go, they are sold out of the one I want.",iPad,1
Idea is to combine Google analytics with other tools so you know your website or program is doing something. #sxsw #bavcid,Other Google product or service,1
#google to expensive mobile data plans are killing the flavor of contextual discovery abroad #SxSW #pnid,Google,0
4G will do for connectivity what the iPhone did for smart phones - Joe Berry #SXSW #connectedcar,iPhone,1
Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÌÁo #sxsw,Google,1
we need to get ipad 2! @mention Apple opening up temp. store in downtown Austin for #SXSW  iPad 2 launch bit.ly/g03MZB via @mention,iPad,1
"Decided to go to LA instead of #SXSW, because my AT&amp;T iPhone would be about as useful as a brick in Austin.",iPhone,0
Feeling so inspired coming out of #SXSW that I just Apple TV'ed The Social Network. #justinjustinjustin,,1
Heading to iPad Design Headaches in Hilton - Salon J #sxsw,,0
Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw,Other Google product or service,1
Curious to know what devs are thinking ref. iPhone vs Android development at #sxsw Buzz still seems to favour iPhone this year.,iPhone,1
Excited to meet the @mention at #sxsw so I can show them my Sprint Galaxy S still running Android 2.1.   #fail,Android,0
Excited to meet the @mention team on the way to the apple store. Go download their app if you're in #sxsw!  {link},iPad or iPhone App,1
Great demo of #google maps from marissa Mayer. 3D views are amazing. More than 150m mobile users. #sxsw,Other Google product or service,1
iPhone too old for #SXSW schedule app. Oh noes.  #rejection,iPhone,0
"Excited to say that I haven't used Foursquare, Gowalla, or Google Places since I've gotten to #SXSW...and I've survived. Amazing.",,1
Pleased to see Josh Clark has featured a few @mention clients in his ipad design presentation.  #sxsw,iPad,1
"Excited to see this! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,1
Anxious to see what Google has in store for #SXSW today.,Google,1
"Be sure to stop by our SXSW booth today. Show me one of our games running on your iPad 2, you could get a free gift! #sxsw  #sxsw11",iPad,1
Excited to tell y'all about the wonders of android today at #sxsw! See you soon.,Android,1
So went to the Apple Store (Kingston) as friends at #sxsw have new iPad's ... so got something to cheer myself up :) {link},iPad,1
There's no way that you an call the iPad count at #sxsw reasonable. I think there's one for every 2 people.,iPad,0
Google two-factor auth is AWESOME when you're using public computers. Just used it at #SXSW {link},Google,1
Fantastico! RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,Google,1
Mine toooo! RT @mention My #iPad envy is through. the. roof. Thanks every other person at #SXSW,iPad,1
Umm. Hello!! What about Android?! RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw.,Android,1
Found a road dawg to check out this iPad store #sxsw @mention,iPad,1
Two iPad observations at #sxsw. Vast majority of people using them. Seen lots of 2s today. Looks nice. #appletakingoverworld,iPad,1
Apple autocorrect is so weird. Ogilvy autocorrects to idiocy. #ogilvynotes #sxsw :),Apple,0
"Sweet, good for you! @mention I have my #iPad 2 for Verizon. My life has just peaked. #SXSW",iPad,1
"Oh. My. God. The #SXSW app for iPad is pure, unadulterated awesome. It's easier to browse events on iPad than on the website!!!",iPad or iPhone App,1
"#GoogleDoodle #sxsw Google Doodles, simple on the surface, complex and intricate underneath.",Other Google product or service,1
"Google doodle is kind of social agenda, reminding us of facts and events that belong to all of us. #sxsw #googledoodle",Other Google product or service,1
Google doodles always strive to respect and complement the original artwork. #GoogleDoodle #sxsw,Google,1
"Google product showcases never feel that cool. No price tag, brand equity, wow factor attached. #sxsw marissa mayer",Google,0
Speaking of #sxsw: how about that #apple store on 6th and congress? Wouldn't it be great if it were permanent....? ;),Apple,1
"In honor of Apple's #SXSW pop-up shop, here are some thoughts on how landlords &amp; leasing agents can utilize pop-up shops. {link}",Apple,1
millions of dollars have been saved at one company through the adoption of google docs. incenticize your IT teams #evolvingworkplace #sxsw,,1
Cashmere of Mashable: Thinks the iPad 2 is not a huge step up. Now waiting for the Apple PR team to parachute into the #SXSW session.,iPad,0
"Andrew K of PRX equates the homogeneity of the Apple ecosystem w predictability, vs Android's wild west. #imaconf #sxsw #drumbeat #MoJo",,0
